CaseID,B3,ND2,B7_b,GH1,ppeducat,race_5cat,weight,weight_pop
11151,About the same,Somewhat higher,Only fair,Neither own nor pay rent,Bachelor's degree or higher,White,0.648,14169.6063
11152,About the same,Much higher,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.9051,19790.4153
11153,Much worse off,Somewhat higher,Poor,Pay rent,Bachelor's degree or higher,Other,0.3933,8600.7925
11154,About the same,About the same,Good,Pay rent,Bachelor's degree or higher,Hispanic,0.3438,7517.2395
11155,Somewhat better off,About the same,Good,Own your home free and clear (without a mortgage or loan),Some college or Associate's degree,White,0.7703,16844.592
11156,Somewhat worse off,Somewhat higher,Poor,Own your home free and clear (without a mortgage or loan),High school graduate (high school diploma or the equivalent GED),White,1.0167,22232.5513
11157,Somewhat worse off,About the same,Only fair,Own your home free and clear (without a mortgage or loan),Some college or Associate's degree,White,1.3455,29421.0976
11158,Much worse off,About the same,Poor,Neither own nor pay rent,High school graduate (high school diploma or the equivalent GED),White,0.6797,14861.7569
11159,Somewhat worse off,About the same,Poor,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),Black,1.5108,33035.7919
11160,About the same,Somewhat higher,Poor,Neither own nor pay rent,Some college or Associate's degree,White,0.7018,15345.8376
11161,Somewhat better off,About the same,Poor,Pay rent,High school graduate (high school diploma or the equivalent GED),White,1.1482,25107.2604
11162,About the same,About the same,Poor,Pay rent,High school graduate (high school diploma or the equivalent GED),Black,0.9713,21238.8125
11163,About the same,About the same,Good,Neither own nor pay rent,No high school diploma or GED,Hispanic,2.652,57988.9417
11164,About the same,About the same,Poor,Pay rent,Bachelor's degree or higher,White,1.1703,25590.4914
11165,Somewhat worse off,Much higher,Poor,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),White,0.5996,13110.3201
11166,Much worse off,About the same,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,Hispanic,0.4959,10844.1954
11167,Somewhat worse off,Much higher,Poor,Own your home free and clear (without a mortgage or loan),High school graduate (high school diploma or the equivalent GED),Other,0.6402,13998.4082
11168,Much better off,About the same,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.9098,19892.9415
11169,About the same,Much higher,Good,Own your home with a mortgage or loan,Bachelor's degree or higher,White,1.2689,27746.4885
11170,About the same,About the same,Only fair,Own your home free and clear (without a mortgage or loan),High school graduate (high school diploma or the equivalent GED),White,0.6388,13967.3358
11171,About the same,Somewhat higher,Poor,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,White,0.6364,13914.758
11172,Somewhat better off,Somewhat higher,Only fair,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,Black,1.7135,37467.0031
11173,Much better off,Somewhat lower,Only fair,Pay rent,High school graduate (high school diploma or the equivalent GED),Black,1.1399,24925.608
11174,Somewhat worse off,Much lower,Poor,Pay rent,High school graduate (high school diploma or the equivalent GED),White,0.6122,13386.1578
11175,About the same,About the same,Only fair,Own your home with a mortgage or loan,Some college or Associate's degree,White,1.0725,23451.4453
11176,Much worse off,About the same,Only fair,Pay rent,Some college or Associate's degree,Hispanic,1.1176,24437.8901
11177,Somewhat worse off,Somewhat higher,Poor,Pay rent,High school graduate (high school diploma or the equivalent GED),White,0.6388,13967.3358
11178,Much worse off,About the same,Poor,Pay rent,High school graduate (high school diploma or the equivalent GED),Black,1.3396,29291.4424
11179,About the same,About the same,Only fair,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),White,1.0133,22158.1536
11180,Somewhat worse off,Somewhat higher,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.7007,15321.6202
11181,About the same,Somewhat higher,Poor,Pay rent,Bachelor's degree or higher,White,1.0398,22737.6043
11182,Somewhat better off,Somewhat higher,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.8915,19493.8887
11183,Somewhat worse off,About the same,Only fair,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,White,0.4713,10305.5614
11184,Somewhat better off,About the same,Only fair,Pay rent,Some college or Associate's degree,Black,1.0095,22073.6463
11185,About the same,Much higher,Only fair,Own your home free and clear (without a mortgage or loan),High school graduate (high school diploma or the equivalent GED),Hispanic,1.7267,37757.1971
11186,Somewhat worse off,Somewhat higher,Only fair,Pay rent,High school graduate (high school diploma or the equivalent GED),White,1.1332,24778.0352
11187,Much worse off,Much higher,Poor,Own your home with a mortgage or loan,Some college or Associate's degree,White,0.9529,20837.024
11188,About the same,Much higher,Only fair,Pay rent,High school graduate (high school diploma or the equivalent GED),Hispanic,1.6002,34990.2414
11189,About the same,About the same,Good,Neither own nor pay rent,Some college or Associate's degree,White,1.5028,32861.2277
11190,Much better off,About the same,Poor,Pay rent,No high school diploma or GED,White,1.3868,30324.5631
11191,Much worse off,About the same,Poor,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.4709,10295.7672
11192,About the same,Much lower,Good,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.963,21057.7269
11193,Somewhat worse off,Much higher,Poor,Pay rent,Bachelor's degree or higher,White,0.5781,12641.8712
11194,Somewhat worse off,About the same,Only fair,Pay rent,High school graduate (high school diploma or the equivalent GED),Black,0.9713,21238.8125
11195,Somewhat better off,Somewhat lower,Only fair,Own your home with a mortgage or loan,Some college or Associate's degree,Hispanic,1.0373,22682.4562
11196,Somewhat better off,About the same,Only fair,Pay rent,No high school diploma or GED,White,0.8353,18265.9019
11197,Somewhat worse off,Somewhat higher,Poor,Pay rent,Some college or Associate's degree,White,0.7914,17305.5501
11198,Much worse off,About the same,Only fair,Pay rent,No high school diploma or GED,Hispanic,2.6897,58813.3544
11199,Somewhat worse off,About the same,Only fair,Pay rent,High school graduate (high school diploma or the equivalent GED),White,1.1043,24147.6831
11200,Much worse off,About the same,Poor,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,Other,1.2584,27515.7875
11201,About the same,About the same,Only fair,Own your home free and clear (without a mortgage or loan),High school graduate (high school diploma or the equivalent GED),White,1.1912,26047.1569
11202,About the same,About the same,Only fair,Own your home with a mortgage or loan,Some college or Associate's degree,White,1.0871,23769.8113
11204,About the same,Much higher,Good,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.7456,16302.7652
11205,About the same,About the same,Only fair,Own your home free and clear (without a mortgage or loan),High school graduate (high school diploma or the equivalent GED),White,0.6657,14555.5127
11206,Somewhat better off,About the same,Only fair,Pay rent,Bachelor's degree or higher,White,0.8759,19152.5501
11207,Much better off,Much higher,Only fair,Pay rent,High school graduate (high school diploma or the equivalent GED),White,1.1431,24994.6116
11208,About the same,Somewhat higher,Good,Own your home free and clear (without a mortgage or loan),No high school diploma or GED,White,1.8082,39539.4441
11209,About the same,About the same,Poor,Own your home with a mortgage or loan,Bachelor's degree or higher,Black,0.7021,15353.2881
11210,Somewhat better off,Much higher,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.9226,20174.8978
11211,About the same,About the same,Poor,Pay rent,High school graduate (high school diploma or the equivalent GED),White,1.9665,43000.7068
11212,Much better off,About the same,Poor,Own your home free and clear (without a mortgage or loan),High school graduate (high school diploma or the equivalent GED),White,0.608,13295.6484
11213,Much better off,About the same,Good,Own your home with a mortgage or loan,Some college or Associate's degree,White,0.705,15415.8284
11214,About the same,Much higher,Only fair,Pay rent,Bachelor's degree or higher,White,0.4518,9879.7232
11215,Somewhat better off,About the same,Good,Own your home with a mortgage or loan,Bachelor's degree or higher,Asian,0.8762,19158.899
11216,About the same,Much higher,Excellent,Own your home with a mortgage or loan,Bachelor's degree or higher,Asian,2.2088,48298.5337
11217,About the same,About the same,Poor,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.4914,10744.3583
11218,Somewhat worse off,Somewhat higher,Only fair,Pay rent,Some college or Associate's degree,Other,0.3506,7665.2637
11219,Somewhat better off,About the same,Only fair,Pay rent,Bachelor's degree or higher,White,0.8904,19469.8168
11220,Somewhat worse off,Somewhat higher,Poor,Own your home with a mortgage or loan,Some college or Associate's degree,Hispanic,0.8387,18339.5525
11221,About the same,Much higher,Poor,Neither own nor pay rent,Some college or Associate's degree,Hispanic,1.4777,32311.2597
11222,Somewhat better off,About the same,Poor,Own your home with a mortgage or loan,Some college or Associate's degree,Black,1.2979,28379.3266
11223,Somewhat worse off,About the same,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.8768,19172.3238
11224,About the same,About the same,Poor,Pay rent,Bachelor's degree or higher,White,0.6016,13154.4291
11225,About the same,Somewhat higher,Only fair,Neither own nor pay rent,High school graduate (high school diploma or the equivalent GED),Hispanic,1.9058,41673.6035
11226,About the same,About the same,Only fair,Pay rent,No high school diploma or GED,Hispanic,1.6304,35651.0332
11227,Somewhat worse off,About the same,Poor,Own your home with a mortgage or loan,Bachelor's degree or higher,White,1.0128,22146.0361
11228,About the same,About the same,Poor,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),White,0.9261,20250.2455
11229,About the same,About the same,Poor,Pay rent,High school graduate (high school diploma or the equivalent GED),Black,1.6091,35184.3914
11230,About the same,About the same,Poor,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),White,0.8598,18800.2184
11231,Somewhat worse off,About the same,Poor,Own your home with a mortgage or loan,Some college or Associate's degree,White,0.5676,12411.014
11232,Somewhat worse off,Much higher,Poor,Own your home with a mortgage or loan,Bachelor's degree or higher,Black,1.7135,37467.0031
11233,About the same,Somewhat higher,Poor,Own your home with a mortgage or loan,Bachelor's degree or higher,Asian,2.0139,44037.142
11234,About the same,About the same,Good,Neither own nor pay rent,Some college or Associate's degree,Hispanic,1.2919,28249.6908
11235,About the same,Somewhat higher,Only fair,Own your home with a mortgage or loan,Some college or Associate's degree,Other,0.2376,5196.0986
11236,About the same,About the same,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,Other,0.2725,5959.0008
11237,Somewhat worse off,About the same,Poor,Own your home with a mortgage or loan,Some college or Associate's degree,White,1.1848,25906.9628
11238,About the same,Much higher,Only fair,Pay rent,Bachelor's degree or higher,White,0.963,21057.7269
11239,Much worse off,About the same,Poor,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.7382,16142.5632
11240,Somewhat better off,About the same,Excellent,Pay rent,Bachelor's degree or higher,Asian,1.9602,42863.1073
11241,About the same,Somewhat higher,Only fair,Pay rent,High school graduate (high school diploma or the equivalent GED),White,0.9744,21306.2659
11242,About the same,About the same,Good,Pay rent,Bachelor's degree or higher,Asian,0.7716,16871.2531
11243,Much better off,About the same,Poor,Own your home with a mortgage or loan,Some college or Associate's degree,Hispanic,1.258,27508.5068
11244,Somewhat worse off,Somewhat higher,Poor,Own your home free and clear (without a mortgage or loan),High school graduate (high school diploma or the equivalent GED),White,1.2163,26595.1823
11245,About the same,Much higher,Good,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,White,0.9967,21793.3678
11246,Much worse off,About the same,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,White,1.0419,22781.6351
11247,About the same,About the same,Only fair,Own your home with a mortgage or loan,Some college or Associate's degree,White,0.9097,19891.9709
11248,Somewhat worse off,Much higher,Good,Own your home with a mortgage or loan,Some college or Associate's degree,White,1.1567,25291.9499
11249,Somewhat worse off,Somewhat higher,Only fair,Own your home with a mortgage or loan,Some college or Associate's degree,White,0.8634,18880.3487
11250,About the same,About the same,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.8915,19493.8887
11251,Much worse off,About the same,Poor,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.7468,16329.0748
11252,About the same,Much lower,Good,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,White,0.4713,10305.5614
11253,Somewhat better off,About the same,Only fair,Pay rent,Bachelor's degree or higher,White,1.0649,23284.8549
11254,About the same,About the same,Only fair,Pay rent,Some college or Associate's degree,White,1.1636,25442.7945
11255,Much worse off,About the same,Only fair,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),White,1.3549,29627.4629
11256,Much better off,Somewhat lower,Excellent,Own your home with a mortgage or loan,Bachelor's degree or higher,Hispanic,0.7506,16412.0464
11257,About the same,Much lower,Poor,Pay rent,High school graduate (high school diploma or the equivalent GED),Hispanic,2.0537,44907.6423
11258,Somewhat better off,Somewhat higher,Poor,Own your home with a mortgage or loan,Some college or Associate's degree,Black,1.6307,35658.131
11259,Somewhat worse off,About the same,Only fair,Pay rent,No high school diploma or GED,Black,1.7981,39318.0843
11260,Somewhat worse off,About the same,Good,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),White,2.1409,46813.5632
11261,Much better off,About the same,Poor,Own your home free and clear (without a mortgage or loan),Some college or Associate's degree,White,1.2239,26762.7745
11262,Somewhat worse off,Somewhat higher,Only fair,Pay rent,High school graduate (high school diploma or the equivalent GED),Hispanic,2.1539,47098.9351
11263,Somewhat better off,About the same,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,White,1.2642,27643.4111
11264,Somewhat worse off,About the same,Poor,Pay rent,Bachelor's degree or higher,White,0.4919,10755.3979
11266,Somewhat better off,Much higher,Only fair,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,Black,0.9937,21728.9205
11267,Somewhat worse off,Much lower,Poor,Own your home with a mortgage or loan,Some college or Associate's degree,Hispanic,1.504,32887.1141
11268,Somewhat worse off,Somewhat higher,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.7302,15966.8273
11269,Much better off,Much higher,Poor,Pay rent,Bachelor's degree or higher,White,0.7007,15321.6202
11270,Somewhat worse off,About the same,Poor,Neither own nor pay rent,Some college or Associate's degree,White,1.0636,23256.7586
11271,Much worse off,Somewhat lower,Poor,Pay rent,High school graduate (high school diploma or the equivalent GED),White,1.1162,24406.7773
11272,Somewhat worse off,About the same,Only fair,Pay rent,Some college or Associate's degree,White,0.9353,20450.9761
11273,Somewhat worse off,About the same,Poor,Own your home with a mortgage or loan,Bachelor's degree or higher,White,1.3061,28559.1918
11274,About the same,About the same,Only fair,Pay rent,Bachelor's degree or higher,Asian,1.1817,25840.4164
11276,About the same,About the same,Only fair,Neither own nor pay rent,High school graduate (high school diploma or the equivalent GED),White,0.8641,18895.5798
11277,About the same,About the same,Only fair,Own your home with a mortgage or loan,Some college or Associate's degree,White,0.9263,20254.2492
11278,Much worse off,Much higher,Only fair,Pay rent,High school graduate (high school diploma or the equivalent GED),Other,0.5177,11321.2287
11279,About the same,About the same,Poor,Own your home free and clear (without a mortgage or loan),High school graduate (high school diploma or the equivalent GED),White,0.6292,13758.0583
11280,Somewhat worse off,Much higher,Only fair,Pay rent,High school graduate (high school diploma or the equivalent GED),Hispanic,1.605,35094.6508
11281,Somewhat worse off,About the same,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,White,1.094,23922.6348
11282,About the same,About the same,Poor,Pay rent,Some college or Associate's degree,Hispanic,0.906,19810.7876
11283,Somewhat better off,About the same,Only fair,Own your home with a mortgage or loan,Some college or Associate's degree,Hispanic,0.7707,16853.3259
11284,About the same,Somewhat higher,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.5352,11703.031
11285,Somewhat worse off,About the same,Poor,Pay rent,Some college or Associate's degree,White,0.8549,18693.8355
11286,Somewhat better off,About the same,Poor,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),White,1.3549,29627.4629
11287,About the same,Much higher,Good,Pay rent,Bachelor's degree or higher,White,0.3532,7723.2211
11288,Somewhat worse off,Somewhat higher,Poor,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),Black,1.1571,25301.7277
11289,Somewhat better off,About the same,Good,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),Black,1.609,35183.3589
11290,Much worse off,About the same,Poor,Own your home free and clear (without a mortgage or loan),High school graduate (high school diploma or the equivalent GED),White,0.9362,20472.3273
11291,Much better off,About the same,Poor,Own your home with a mortgage or loan,Bachelor's degree or higher,Asian,0.7742,16928.6935
11292,About the same,Much higher,Poor,Own your home free and clear (without a mortgage or loan),No high school diploma or GED,Hispanic,1.9108,41782.908
11293,About the same,About the same,Good,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.8915,19493.8887
11294,About the same,About the same,Poor,Own your home free and clear (without a mortgage or loan),High school graduate (high school diploma or the equivalent GED),White,1.1148,24377.4595
11295,Somewhat better off,Much higher,Good,Own your home with a mortgage or loan,Some college or Associate's degree,White,1.0697,23391.2933
11296,About the same,About the same,Poor,Own your home with a mortgage or loan,Bachelor's degree or higher,White,1.0011,21890.5922
11297,Much worse off,About the same,Poor,Own your home with a mortgage or loan,Bachelor's degree or higher,Asian,0.995,21756.9117
11298,Somewhat worse off,About the same,Good,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.9109,19917.9717
11299,About the same,About the same,Excellent,Pay rent,High school graduate (high school diploma or the equivalent GED),Black,1.2434,27188.8008
11300,Somewhat worse off,About the same,Good,Own your home free and clear (without a mortgage or loan),High school graduate (high school diploma or the equivalent GED),White,0.7496,16389.9298
11301,About the same,Somewhat higher,Only fair,Pay rent,Bachelor's degree or higher,Other,0.2178,4762.3096
11302,Somewhat better off,About the same,Good,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.9536,20850.7995
11303,Somewhat worse off,About the same,Only fair,Pay rent,Some college or Associate's degree,White,0.9529,20837.024
11304,Somewhat worse off,Much higher,Poor,Pay rent,Some college or Associate's degree,Black,0.52,11370.3311
11305,Much better off,Much lower,Good,Own your home with a mortgage or loan,Some college or Associate's degree,Hispanic,1.7788,38896.6359
11306,About the same,Somewhat higher,Poor,Pay rent,Some college or Associate's degree,Hispanic,1.359,29715.2935
11307,Much worse off,Much higher,Poor,Own your home free and clear (without a mortgage or loan),High school graduate (high school diploma or the equivalent GED),White,0.4876,10662.7319
11308,About the same,About the same,Excellent,Neither own nor pay rent,No high school diploma or GED,White,1.1012,24079.5184
11309,Somewhat better off,About the same,Poor,Pay rent,No high school diploma or GED,Black,2.9706,64956.279
11310,Somewhat better off,About the same,Poor,Own your home with a mortgage or loan,Some college or Associate's degree,Hispanic,1.6342,35734.6907
11311,Somewhat worse off,Somewhat higher,Poor,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.891,19483.0237
11312,Somewhat worse off,About the same,Poor,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,White,0.6467,14140.9356
11313,About the same,About the same,Only fair,Own your home with a mortgage or loan,Some college or Associate's degree,White,1.5293,33441.1782
11314,Somewhat worse off,Somewhat higher,Only fair,Pay rent,Some college or Associate's degree,White,0.7715,16869.4681
11315,Somewhat worse off,About the same,Only fair,Own your home with a mortgage or loan,Some college or Associate's degree,White,1.2579,27506.4562
11316,Somewhat worse off,About the same,Good,Own your home with a mortgage or loan,Some college or Associate's degree,White,1.1443,25022.1054
11317,Much better off,Somewhat higher,Poor,Pay rent,High school graduate (high school diploma or the equivalent GED),Black,1.4932,32650.5758
11318,About the same,About the same,Only fair,Pay rent,High school graduate (high school diploma or the equivalent GED),Hispanic,2.0638,45126.7701
11319,Much better off,Somewhat higher,Only fair,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,White,1.1925,26076.629
11320,Somewhat better off,About the same,Only fair,Neither own nor pay rent,Bachelor's degree or higher,Hispanic,1.0437,22821.798
11321,Much better off,About the same,Good,Own your home with a mortgage or loan,Bachelor's degree or higher,Black,1.7135,37467.0031
11322,About the same,About the same,Good,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,White,0.7977,17443.7602
11323,Somewhat worse off,About the same,Poor,Own your home with a mortgage or loan,Some college or Associate's degree,Other,0.4706,10289.2295
11324,About the same,About the same,Poor,Pay rent,No high school diploma or GED,White,1.416,30962.584
11325,Somewhat worse off,Somewhat higher,Good,Pay rent,Bachelor's degree or higher,White,0.8673,18964.3442
11326,Much worse off,About the same,Poor,Own your home with a mortgage or loan,Some college or Associate's degree,White,1.0299,22519.9302
11327,Somewhat better off,About the same,Poor,Pay rent,Bachelor's degree or higher,White,0.5558,12153.1069
11328,Much worse off,Much higher,Poor,Pay rent,High school graduate (high school diploma or the equivalent GED),White,0.9272,20273.4104
11329,Much better off,Much higher,Only fair,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,White,0.9626,21049.0111
11330,Somewhat worse off,About the same,Poor,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.984,21515.8307
11331,About the same,Somewhat higher,Only fair,Neither own nor pay rent,High school graduate (high school diploma or the equivalent GED),Asian,4.058,88732.6474
11332,About the same,About the same,Only fair,Pay rent,Bachelor's degree or higher,Black,0.5049,11041.1492
11333,Somewhat better off,Somewhat higher,Poor,Pay rent,Bachelor's degree or higher,White,1.0282,22482.9052
11334,About the same,About the same,Good,Own your home with a mortgage or loan,Some college or Associate's degree,Hispanic,1.0254,22420.6834
11335,About the same,About the same,Only fair,Own your home with a mortgage or loan,Some college or Associate's degree,Asian,2.2134,48399.5612
11336,Somewhat better off,About the same,Poor,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.963,21057.7269
11337,Somewhat better off,Somewhat higher,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.6078,13289.8954
11338,Somewhat worse off,About the same,Poor,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),White,0.6883,15051.257
11339,Somewhat worse off,About the same,Good,Pay rent,High school graduate (high school diploma or the equivalent GED),Hispanic,3.1361,68574.9802
11340,Somewhat worse off,Somewhat higher,Only fair,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,White,0.9967,21793.3678
11341,Much better off,Somewhat higher,Poor,Pay rent,Some college or Associate's degree,White,0.7715,16869.4681
11342,Somewhat worse off,About the same,Poor,Pay rent,Some college or Associate's degree,White,0.8035,17568.7894
11343,About the same,About the same,Good,Pay rent,Bachelor's degree or higher,Other,0.1677,3666.6386
11344,Somewhat better off,About the same,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,Black,1.0228,22365.3674
11345,Somewhat worse off,Much higher,Poor,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.6403,14001.9772
11346,Much worse off,About the same,Only fair,Pay rent,Some college or Associate's degree,Hispanic,0.9147,20001.8144
11347,Much worse off,About the same,Poor,Neither own nor pay rent,High school graduate (high school diploma or the equivalent GED),White,1.5916,34803.4579
11348,Somewhat better off,About the same,Only fair,Own your home free and clear (without a mortgage or loan),Some college or Associate's degree,White,0.9429,20617.8134
11349,Somewhat worse off,About the same,Poor,Neither own nor pay rent,Bachelor's degree or higher,White,0.3518,7692.9978
11350,About the same,Somewhat higher,Poor,Pay rent,Bachelor's degree or higher,Asian,0.5935,12977.3031
11351,Much worse off,About the same,Poor,Pay rent,Bachelor's degree or higher,Hispanic,1.0437,22821.798
11352,Much better off,About the same,Good,Neither own nor pay rent,High school graduate (high school diploma or the equivalent GED),Hispanic,1.4549,31813.8312
11353,Somewhat better off,About the same,Only fair,Pay rent,High school graduate (high school diploma or the equivalent GED),White,1.3625,29792.0589
11354,Somewhat better off,About the same,Only fair,Own your home with a mortgage or loan,No high school diploma or GED,White,1.3868,30324.5631
11355,Much worse off,About the same,Only fair,Own your home free and clear (without a mortgage or loan),Some college or Associate's degree,White,0.5989,13095.626
11356,Much worse off,About the same,Good,Pay rent,High school graduate (high school diploma or the equivalent GED),Hispanic,1.4834,32436.0186
11357,About the same,Much higher,Only fair,Pay rent,High school graduate (high school diploma or the equivalent GED),White,0.8764,19162.689
11358,About the same,About the same,Only fair,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,White,0.4125,9019.476
11359,Much worse off,About the same,Poor,Pay rent,Some college or Associate's degree,White,0.7226,15801.2318
11360,Somewhat better off,About the same,Only fair,Pay rent,High school graduate (high school diploma or the equivalent GED),White,0.9892,21630.3611
11361,Somewhat worse off,About the same,Poor,Pay rent,High school graduate (high school diploma or the equivalent GED),Black,1.5426,33730.692
11362,About the same,Much higher,Poor,Pay rent,Bachelor's degree or higher,Other,0.5023,10982.4593
11363,About the same,About the same,Poor,Own your home with a mortgage or loan,Some college or Associate's degree,White,1.5526,33949.8661
11364,Somewhat worse off,About the same,Poor,Own your home with a mortgage or loan,Bachelor's degree or higher,White,1.2968,28355.9103
11365,About the same,About the same,Only fair,Own your home free and clear (without a mortgage or loan),Some college or Associate's degree,Black,1.4218,31090.4802
11366,About the same,About the same,Only fair,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,Black,0.7805,17066.8933
11367,Somewhat better off,Much higher,Good,Own your home with a mortgage or loan,Bachelor's degree or higher,White,1.1703,25590.4914
11368,About the same,Somewhat higher,Only fair,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),Hispanic,2.1959,48016.5365
11369,Somewhat better off,About the same,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,White,1.3061,28559.1918
11370,About the same,About the same,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.4158,9091.2634
11371,Somewhat worse off,About the same,Poor,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,White,0.5145,11250.5645
11372,About the same,Somewhat higher,Only fair,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,White,0.9967,21793.3678
11373,About the same,About the same,Good,Own your home with a mortgage or loan,Some college or Associate's degree,White,1.1567,25291.9499
11374,About the same,Much higher,Only fair,Pay rent,Bachelor's degree or higher,White,0.9773,21369.1931
11375,Somewhat worse off,About the same,Only fair,Own your home with a mortgage or loan,Some college or Associate's degree,Hispanic,0.7944,17370.1249
11376,Somewhat worse off,Somewhat higher,Only fair,Pay rent,Some college or Associate's degree,White,1.0807,23631.7925
11377,Somewhat worse off,About the same,Poor,Pay rent,High school graduate (high school diploma or the equivalent GED),White,0.7496,16391.8927
11378,About the same,About the same,Poor,Own your home with a mortgage or loan,No high school diploma or GED,Hispanic,2.5107,54900.7385
11379,Somewhat worse off,About the same,Poor,Pay rent,High school graduate (high school diploma or the equivalent GED),Hispanic,1.8561,40586.6643
11380,Somewhat worse off,Somewhat higher,Poor,Own your home with a mortgage or loan,Bachelor's degree or higher,Hispanic,1.1409,24948.3548
11381,About the same,About the same,Good,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),Hispanic,1.8043,39454.2742
11382,Somewhat better off,Somewhat higher,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.9858,21555.6205
11383,Somewhat worse off,About the same,Poor,Own your home with a mortgage or loan,Bachelor's degree or higher,White,1.1925,26076.629
11384,About the same,About the same,Poor,Pay rent,Bachelor's degree or higher,White,1.0398,22737.6043
11385,Somewhat worse off,Somewhat higher,Poor,Pay rent,No high school diploma or GED,White,1.0431,22809.3669
11386,Much better off,About the same,Poor,Pay rent,High school graduate (high school diploma or the equivalent GED),Black,1.434,31355.7302
11387,About the same,Much higher,Only fair,Pay rent,Some college or Associate's degree,Hispanic,1.2142,26549.5472
11388,Somewhat better off,Somewhat higher,Good,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.963,21057.7269
11389,Somewhat worse off,About the same,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,White,1.2564,27473.8328
11390,About the same,Much lower,Only fair,Pay rent,High school graduate (high school diploma or the equivalent GED),White,1.4064,30752.476
11391,Much better off,Much lower,Good,Own your home with a mortgage or loan,Bachelor's degree or higher,White,1.2518,27371.7683
11392,Much better off,Much lower,Only fair,Pay rent,High school graduate (high school diploma or the equivalent GED),Black,1.1164,24411.9862
11393,About the same,About the same,Poor,Pay rent,Some college or Associate's degree,White,0.879,19220.1805
11394,Much worse off,Much higher,Good,Own your home with a mortgage or loan,Bachelor's degree or higher,Hispanic,0.597,13054.357
